Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
52604,6,1519274692.0,19,1,1,0,0,0,0,0,0,0,0,0,0,0,105263.157894737,19,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,52631.5789473684,52631.5789473684,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,48180,63957,0,20,0,0,0,0,0,0,0,0,Benign
53,17,1519291807.0,302,1,1,40,56,40,40,40,0,56,56,56,0,317880.794701987,6622.5165562914,302,0,302,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3311.2582781457,3311.2582781457,40,56,45.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,68,40,56,0,0,0,0,0,0,1,40,1,56,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
20560,6,1519292906.0,137,2,0,0,0,0,0,0,0,0,0,0,0,0,14598.5401459854,137,0,137,137,137,137,0,137,137,0,0,0,0,0,0,0,0,0,40,0,14598.5401459854,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,255,-1,0,20,0,0,0,0,0,0,0,0,Benign
53,17,1519301968.0,11442,1,1,75,299,75,75,75,0,299,299,299,0,32686.5932529278,174.7946163258,11442,0,11442,11442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,87.3973081629,87.3973081629,75,299,149.6666666667,129.3264602985,16725.3333333333,0,0,0,0,0,0,0,0,1,224.5,75,299,0,0,0,0,0,0,1,75,1,299,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,1519273986.0,544,1,1,42,58,42,42,42,0,58,58,58,0,183823.529411765,3676.4705882353,544,0,544,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1838.2352941177,1838.2352941177,42,58,47.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,71,42,58,0,0,0,0,0,0,1,42,1,58,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
33819,6,1519273863.0,86187667,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0232051762,86187667,0,86187667,86187667,86187667,86187667,0,86187667,86187667,0,0,0,0,0,0,0,0,0,40,0,0.0232051762,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62571,-1,0,20,0,0,0,0,86187667,0,86187667,86187667,Benign
445,6,1519292163.0,64624031,2,1,1,0,1,0,0.5,0.7071067812,0,0,0,0,0.0154741198,0.0464223595,32312015.5,45597396.8258323,64554244,69787,69787,69787,0,69787,69787,0,0,0,0,0,0,0,0,0,52,20,0.0309482397,0.0154741198,0,1,0.5,0.5773502692,0.3333333333,0,0,0,0,1,0,0,0,0,0.6666666667,0.5,0,0,0,0,0,0,0,2,1,1,0,251,0,0,20,69787,0,69787,69787,64554244,0,64554244,64554244,Benign
3389,6,1519263808.0,1429213,8,7,1128,1581,661,0,141,222.62332056,1173,0,225.8571428571,430.0986044197,1895.4487539646,10.4952865668,102086.642857143,251576.563862806,968809,61,1429213,204173.285714286,387061.20341565,1079957,61,1361130,226855,363857.881901162,968809,68598,0,0,0,0,172,152,5.597486169,4.8978003978,0,1173,169.3125,317.7312740352,100953.1625,0,0,0,1,0,0,0,0,0,180.6,141,225.8571428571,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0,0,0,0,0,0,0,0,Benign
445,6,1519263915.0,481448,6,5,455,338,140,0,75.8333333333,62.9362110924,145,0,67.6,69.7588704037,1647.1145378109,22.847742643,48144.8,61388.4048421741,121119,73,481375,96275,52083.1544023593,121216,3165,481362,120340.5,781.8066683437,121192,119631,0,0,0,0,132,112,12.462405078,10.385337565,0,145,66.0833333333,63.40269328,4019.9015151515,0,0,0,1,0,0,0,0,0,72.0909090909,75.8333333333,67.6,0,0,0,0,0,0,6,455,5,338,8192,0,4,20,0,0,0,0,0,0,0,0,Benign
23327,6,1519276535.0,86098292,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0232292645,86098292,0,86098292,86098292,86098292,86098292,0,86098292,86098292,0,0,0,0,0,0,0,0,0,40,0,0.0232292645,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62568,-1,0,20,0,0,0,0,86098292,0,86098292,86098292,Benign
51337,6,1519301146.0,11595,4,1,355,0,355,0,88.75,177.5,0,0,0,0,30616.645105649,431.2203536007,2898.75,5762.8484493348,11543,0,11595,3865,6649.393882152,11543,0,0,0,0,0,0,1,0,0,0,80,32,344.9762828806,86.2440707201,0,355,118.3333333333,183.3212117205,33606.6666666667,0,1,0,0,1,1,0,0,0,142,88.75,0,0,0,0,0,0,0,4,355,1,0,247,253,0,20,0,0,0,0,0,0,0,0,Benign
3389,6,1519262836.0,3530230,10,7,1148,1581,677,0,114.8,210.0924664153,1173,0,225.8571428571,430.0986044197,773.0374508177,4.8155502616,220639.375,422663.632463432,1537611,5,3530230,392247.777777778,544636.921122407,1537611,5,3432885,572147.5,627326.503944397,1660950,87543,0,0,0,0,212,152,2.8326766245,1.9828736371,0,1173,151.6111111111,305.0826578234,93075.4281045752,0,0,1,1,0,0,0,1,0,160.5294117647,114.8,225.8571428571,0,0,0,0,0,0,10,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
53,17,1519303042.0,314,1,1,45,61,45,45,45,0,61,61,61,0,337579.617834395,6369.4267515924,314,0,314,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3184.7133757962,3184.7133757962,45,61,50.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,75.5,45,61,0,0,0,0,0,0,1,45,1,61,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
3389,6,1519262780.0,2294915,8,7,1148,1581,677,0,143.5,228.129662379,1173,0,225.8571428571,430.0986044197,1189.1507964347,6.5361897935,163922.5,247853.926667658,953177,77,2294915,327845,425241.040032983,1284352,88010,2016134,336022.333333333,305392.994229184,953177,160449,0,0,0,0,168,148,3.4859678899,3.0502219036,0,1173,170.5625,319.433241591,102037.595833333,0,0,0,1,0,0,0,0,0,181.9333333333,143.5,225.8571428571,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
53,17,1519274311.0,240,1,1,32,48,32,32,32,0,48,48,48,0,333333.333333333,8333.3333333333,240,0,240,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4166.6666666667,4166.6666666667,32,48,37.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,56,32,48,0,0,0,0,0,0,1,32,1,48,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,1519291406.0,371,1,1,40,56,40,40,40,0,56,56,56,0,258760.107816712,5390.8355795148,371,0,371,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2695.4177897574,2695.4177897574,40,56,45.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,68,40,56,0,0,0,0,0,0,1,40,1,56,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
22,6,1519297732.0,3004277,3,0,0,0,0,0,0,0,0,0,0,0,0,0.998576363,1502138.5,710988.090308481,2004883,999394,3004277,1502138.5,710988.090308481,2004883,999394,0,0,0,0,0,0,0,0,0,120,0,0.998576363,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14600,-1,0,40,0,0,0,0,0,0,0,0,Benign
50555,6,1519297561.0,45,1,1,0,0,0,0,0,0,0,0,0,0,0,44444.4444444444,45,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,22222.2222222222,22222.2222222222,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,48180,63896,0,20,0,0,0,0,0,0,0,0,Benign
3389,6,1519298346.0,2042362,10,7,1148,1581,677,0,114.8,210.0924664153,1173,0,225.8571428571,430.0986044197,1336.1979903661,8.3236957993,127647.625,234967.779086375,953128,3,2042362,226929.111111111,342037.963098193,1109330,3,1945506,324251,335658.86777322,953128,90261,0,0,0,0,212,152,4.8962916466,3.4274041526,0,1173,151.6111111111,305.0826578234,93075.4281045752,0,0,1,1,0,0,0,1,0,160.5294117647,114.8,225.8571428571,0,0,0,0,0,0,10,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
12695,6,1519271637.0,86158084,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0232131439,86158084,0,86158084,86158084,86158084,86158084,0,86158084,86158084,0,0,0,0,0,0,0,0,0,40,0,0.0232131439,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62566,-1,0,20,0,0,0,0,86158084,0,86158084,86158084,Benign
53,17,1519295884.0,1123,1,1,42,102,42,42,42,0,102,102,102,0,128227.960819234,1780.9439002672,1123,0,1123,1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,890.4719501336,890.4719501336,42,102,62,34.6410161514,1200,0,0,0,0,0,0,0,0,1,93,42,102,0,0,0,0,0,0,1,42,1,102,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,1519298715.0,1071,1,1,35,83,35,35,35,0,83,83,83,0,110177.404295051,1867.4136321195,1071,0,1071,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,933.7068160598,933.7068160598,35,83,51,27.7128129211,768,0,0,0,0,0,0,0,0,1,76.5,35,83,0,0,0,0,0,0,1,35,1,83,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,1519299935.0,53090,2,2,74,138,37,37,37,0,69,69,69,0,3993.2190619702,75.3437558862,17696.6666666667,16231.7471127828,31894,1,31894,31894,0,31894,31894,1,1,0,1,1,0,0,0,0,16,16,37.6718779431,37.6718779431,37,69,49.8,17.5271218402,307.2,0,0,0,0,0,0,0,0,1,62.25,37,69,0,0,0,0,0,0,2,74,2,138,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign
53,17,1519297502.0,774,1,1,52,112,52,52,52,0,112,112,112,0,211886.304909561,2583.9793281654,774,0,774,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1291.9896640827,1291.9896640827,52,112,72,34.6410161514,1200,0,0,0,0,0,0,0,0,1,108,52,112,0,0,0,0,0,0,1,52,1,112,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
60222,6,1519264756.0,142,2,0,0,0,0,0,0,0,0,0,0,0,0,14084.5070422535,142,0,142,142,142,142,0,142,142,0,0,0,0,0,0,0,0,0,40,0,14084.5070422535,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,255,-1,0,20,0,0,0,0,0,0,0,0,Benign
3389,6,1519266311.0,3061726,10,7,1148,1581,677,0,114.8,210.0924664153,1173,0,225.8571428571,430.0986044197,891.3273101512,5.5524236983,191357.875,336623.320915802,1104876,4,3061726,340191.777777778,441785.129467306,1113006,4,2954961,492493.5,485294.518038995,1227720,95527,0,0,0,0,212,152,3.2661315872,2.2862921111,0,1173,151.6111111111,305.0826578234,93075.4281045752,0,0,1,1,0,0,0,1,0,160.5294117647,114.8,225.8571428571,0,0,0,0,0,0,10,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
53,17,1519265884.0,321,1,1,44,60,44,44,44,0,60,60,60,0,323987.53894081,6230.5295950156,321,0,321,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3115.2647975078,3115.2647975078,44,60,49.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,74,44,60,0,0,0,0,0,0,1,44,1,60,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
445,6,1519268391.0,333519,6,5,455,338,140,0,75.8333333333,62.9362110924,145,0,67.6,69.7588704037,2377.6756346715,32.9816292325,33351.9,42885.7369489619,83574,83,333426,66685.2,37115.0406600882,83657,293,333436,83359,425.1078294582,83990,83062,0,0,0,0,132,112,17.9899795814,14.9916496511,0,145,66.0833333333,63.40269328,4019.9015151515,0,0,0,1,0,0,0,0,0,72.0909090909,75.8333333333,67.6,0,0,0,0,0,0,6,455,5,338,8192,0,4,20,0,0,0,0,0,0,0,0,Benign
53,17,1519290750.0,461,1,1,35,51,35,35,35,0,51,51,51,0,186550.976138829,4338.3947939263,461,0,461,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2169.1973969631,2169.1973969631,35,51,40.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,60.5,35,51,0,0,0,0,0,0,1,35,1,51,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
3389,6,1519290625.0,2178240,10,7,1148,1581,677,0,114.8,210.0924664153,1173,0,225.8571428571,430.0986044197,1252.8463346555,7.8044659909,136140,251098.391545625,953152,84,2178240,242026.666666667,358110.34280477,1109559,531,2080549,346758.166666667,363929.590317367,953152,90210,0,0,0,0,212,152,4.5908623476,3.2136036433,0,1173,151.6111111111,305.0826578234,93075.4281045752,0,0,1,1,0,0,0,1,0,160.5294117647,114.8,225.8571428571,0,0,0,0,0,0,10,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
3389,6,1519291888.0,3360847,10,7,1132,1581,661,0,113.2,205.3424240412,1173,0,225.8571428571,430.0986044197,807.2369852005,5.0582487093,210052.9375,373932.46275274,1322595,64,3360847,373427.444444444,486472.622217353,1322595,64,3250906,541817.666666667,560672.623702519,1489526,110913,0,0,0,0,212,152,2.9754404173,2.0828082921,0,1173,150.7222222222,303.4809433993,92100.683006536,0,0,1,1,0,0,0,1,0,159.5882352941,113.2,225.8571428571,0,0,0,0,0,0,10,1132,7,1581,8192,62868,5,20,0,0,0,0,0,0,0,0,Benign
53,17,1519275539.0,3028,1,1,49,164,49,49,49,0,164,164,164,0,70343.4610303831,660.5019815059,3028,0,3028,3028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,330.250990753,330.250990753,49,164,87.3333333333,66.3952809568,4408.3333333333,0,0,0,0,0,0,0,0,1,131,49,164,0,0,0,0,0,0,1,49,1,164,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
51019,6,1519291434.0,129,2,0,0,0,0,0,0,0,0,0,0,0,0,15503.8759689923,129,0,129,129,129,129,0,129,129,0,0,0,0,0,0,0,0,0,40,0,15503.8759689923,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,255,-1,0,20,0,0,0,0,0,0,0,0,Benign
54395,6,1519273571.0,33,2,0,0,0,0,0,0,0,0,0,0,0,0,60606.0606060606,33,0,33,33,33,33,0,33,33,0,0,0,0,0,0,0,0,0,40,0,60606.0606060606,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,64240,-1,0,20,0,0,0,0,0,0,0,0,Benign
38351,6,1519275592.0,86403715,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0231471529,86403715,0,86403715,86403715,86403715,86403715,0,86403715,86403715,0,0,0,0,0,0,0,0,0,40,0,0.0231471529,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62548,-1,0,20,0,0,0,0,86403715,0,86403715,86403715,Benign
51212,6,1519300873.0,27,1,1,0,0,0,0,0,0,0,0,0,0,0,74074.0740740741,27,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,37037.037037037,37037.037037037,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,205,255,0,20,0,0,0,0,0,0,0,0,Benign
53,17,1519301968.0,313,1,1,43,59,43,43,43,0,59,59,59,0,325878.594249201,6389.7763578275,313,0,313,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3194.8881789137,3194.8881789137,43,59,48.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,72.5,43,59,0,0,0,0,0,0,1,43,1,59,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
40796,6,1519276786.0,86110388,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0232260015,86110388,0,86110388,86110388,86110388,86110388,0,86110388,86110388,0,0,0,0,0,0,0,0,0,40,0,0.0232260015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62567,-1,0,20,0,0,0,0,86110388,0,86110388,86110388,Benign
53,17,1519287786.0,471,1,1,36,52,36,36,36,0,52,52,52,0,186836.518046709,4246.2845010616,471,0,471,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2123.1422505308,2123.1422505308,36,52,41.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,62,36,52,0,0,0,0,0,0,1,36,1,52,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
46812,6,1519276469.0,86187036,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0232053461,86187036,0,86187036,86187036,86187036,86187036,0,86187036,86187036,0,0,0,0,0,0,0,0,0,40,0,0.0232053461,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62549,-1,0,20,0,0,0,0,86187036,0,86187036,86187036,Benign
58508,6,1519272275.0,85881357,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0232879413,85881357,0,85881357,85881357,85881357,85881357,0,85881357,85881357,0,0,0,0,0,0,0,0,0,40,0,0.0232879413,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62567,-1,0,20,0,0,0,0,85881357,0,85881357,85881357,Benign
52619,6,1519274777.0,50,2,0,0,0,0,0,0,0,0,0,0,0,0,40000,50,0,50,50,50,50,0,50,50,0,0,0,0,0,0,0,0,0,40,0,40000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0,0,0,0,0,0,0,0,Benign
50953,6,1519300111.0,27,1,1,0,0,0,0,0,0,0,0,0,0,0,74074.0740740741,27,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,37037.037037037,37037.037037037,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,224,253,0,20,0,0,0,0,0,0,0,0,Benign
33424,6,1519262179.0,50,2,0,0,0,0,0,0,0,0,0,0,0,0,40000,50,0,50,50,50,50,0,50,50,0,0,0,0,0,0,0,0,0,40,0,40000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,260,-1,0,20,0,0,0,0,0,0,0,0,Benign
53,17,1519299940.0,1547,1,1,34,211,34,34,34,0,211,211,211,0,158371.040723982,1292.8248222366,1547,0,1547,1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,646.4124111183,646.4124111183,34,211,93,102.1909976466,10443,0,0,0,0,0,0,0,0,1,139.5,34,211,0,0,0,0,0,0,1,34,1,211,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
51835,6,1519264602.0,32,1,1,0,0,0,0,0,0,0,0,0,0,0,62500,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,31250,31250,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,181,258,0,20,0,0,0,0,0,0,0,0,Benign
53,17,1519299125.0,332,1,1,44,60,44,44,44,0,60,60,60,0,313253.012048193,6024.0963855422,332,0,332,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3012.0481927711,3012.0481927711,44,60,49.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,74,44,60,0,0,0,0,0,0,1,44,1,60,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
3389,6,1519290315.0,2154858,10,7,1148,1581,677,0,114.8,210.0924664153,1173,0,225.8571428571,430.0986044197,1266.4407585094,7.8891509325,134678.625,239979.77650207,953093,4,2154858,239428.666666667,339853.723455769,1097341,4,2063421,343903.5,341250.494652682,953093,90455,0,0,0,0,212,152,4.6406770191,3.2484739134,0,1173,151.6111111111,305.0826578234,93075.4281045752,0,0,1,1,0,0,0,1,0,160.5294117647,114.8,225.8571428571,0,0,0,0,0,0,10,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
3389,6,1519267529.0,1679392,8,7,1148,1581,677,0,143.5,228.129662379,1173,0,225.8571428571,430.0986044197,1624.9928545569,8.9318038909,119956.571428571,244941.986589514,953159,3,1679392,239913.142857143,387923.726791074,1114321,3,1571563,261927.166666667,339225.668462407,953159,107825,0,0,0,0,172,152,4.7636287418,4.1681751491,0,1173,170.5625,319.433241591,102037.595833333,0,0,1,1,0,0,0,1,0,181.9333333333,143.5,225.8571428571,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
58245,6,1519277038.0,86143835,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0232169835,86143835,0,86143835,86143835,86143835,86143835,0,86143835,86143835,0,0,0,0,0,0,0,0,0,40,0,0.0232169835,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62549,-1,0,20,0,0,0,0,86143835,0,86143835,86143835,Benign
53,17,1519301968.0,12438,1,1,33,120,33,33,33,0,120,120,120,0,12301.013024602,160.7975558772,12438,0,12438,12438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,80.3987779386,80.3987779386,33,120,62,50.2294734195,2523,0,0,0,0,0,0,0,0,1,93,33,120,0,0,0,0,0,0,1,33,1,120,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
47177,6,1519277234.0,86360985,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0231586057,86360985,0,86360985,86360985,86360985,86360985,0,86360985,86360985,0,0,0,0,0,0,0,0,0,40,0,0.0231586057,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62569,-1,0,20,0,0,0,0,86360985,0,86360985,86360985,Benign
445,6,1519268873.0,744653,6,5,455,338,140,0,75.8333333333,62.9362110924,145,0,67.6,69.7588704037,1064.925542501,14.7719810435,74465.3,95962.758315748,188097,69,744584,148916.8,83064.5164597977,188197,344,744553,186138.25,1636.2011642827,188515,184856,0,0,0,0,132,112,8.0574442056,6.714536838,0,145,66.0833333333,63.40269328,4019.9015151515,0,0,0,1,0,0,0,0,0,72.0909090909,75.8333333333,67.6,0,0,0,0,0,0,6,455,5,338,8192,0,4,20,0,0,0,0,0,0,0,0,Benign
17010,6,1519273514.0,86158392,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0232130609,86158392,0,86158392,86158392,86158392,86158392,0,86158392,86158392,0,0,0,0,0,0,0,0,0,40,0,0.0232130609,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62549,-1,0,20,0,0,0,0,86158392,0,86158392,86158392,Benign
53,17,1519274313.0,1458,1,1,41,69,41,41,41,0,69,69,69,0,75445.8161865569,1371.7421124829,1458,0,1458,1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,685.8710562414,685.8710562414,41,69,50.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1,75.5,41,69,0,0,0,0,0,0,1,41,1,69,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,1519292348.0,26975,2,2,64,242,32,32,32,0,121,121,121,0,11343.8368860056,148.2854494903,8991.6666666667,9024.1846907814,18049,1,18049,18049,0,18049,18049,1,1,0,1,1,0,0,0,0,16,16,74.1427247451,74.1427247451,32,121,67.6,48.747307618,2376.3,0,0,0,0,0,0,0,0,1,84.5,32,121,0,0,0,0,0,0,2,64,2,242,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign
52973,6,1519271603.0,86190881,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0232043109,86190881,0,86190881,86190881,86190881,86190881,0,86190881,86190881,0,0,0,0,0,0,0,0,0,40,0,0.0232043109,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62567,-1,0,20,0,0,0,0,86190881,0,86190881,86190881,Benign
53,17,1519271429.0,1269,1,1,58,74,58,58,58,0,74,74,74,0,104018.912529551,1576.0441292356,1269,0,1269,1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,788.0220646178,788.0220646178,58,74,63.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,95,58,74,0,0,0,0,0,0,1,58,1,74,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,1519299129.0,320,1,1,47,63,47,47,47,0,63,63,63,0,343750,6250,320,0,320,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3125,3125,47,63,52.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,78.5,47,63,0,0,0,0,0,0,1,47,1,63,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
445,6,1519263345.0,362911,6,5,455,338,140,0,75.8333333333,62.9362110924,145,0,67.6,69.7588704037,2185.1087456704,30.3104617937,36291.1,46724.0571070669,91003,66,362845,72569,40516.4318826325,91087,94,362827,90706.75,477.5488631194,91234,90092,0,0,0,0,132,112,16.5329791602,13.7774826335,0,145,66.0833333333,63.40269328,4019.9015151515,0,0,0,1,0,0,0,0,0,72.0909090909,75.8333333333,67.6,0,0,0,0,0,0,6,455,5,338,8192,0,4,20,0,0,0,0,0,0,0,0,Benign
49913,6,1519291365.0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,166666.666666667,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,83333.3333333333,83333.3333333333,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,133,256,0,20,0,0,0,0,0,0,0,0,Benign
